epoch,final_test_acc,final_test_loss,step,train_acc,train_loss,val_acc,val_loss
0,,,1406,0.0,0.0,0.5497999787330627,1.2863895893096924
1,,,2813,0.528511106967926,1.407684564590454,0.6624000072479248,0.978520393371582
2,,,4220,0.6464666724205017,1.046035885810852,0.7103999853134155,0.8490946292877197
3,,,5627,0.7181333303451538,0.8365122675895691,0.6855999827384949,0.8868350982666016
4,,,7034,0.7558444738388062,0.7282363176345825,0.7623999714851379,0.6829366683959961
5,0.28360000252723694,3.8388524055480957,7035,,,,
